Date,Open,High,Low,Close,Volume,SMA20,SMA50,Signal,Crossover,EMA20,RSI,Daily Return,Month,Dollar Volume,Dollar Volume (M)
2024-05-31 04:00:00+00:00,178.3000030517578,179.2100067138672,173.8699951171875,176.44000244140625,58903900,,,0,,176.44000244140625,,,2024-05,10393004259.80835,10393.00425980835
2024-06-03 04:00:00+00:00,177.6999969482422,178.6999969482422,175.9199981689453,178.33999633789062,30786600,,,0,0.0,176.62095424107144,,0.01076849847083472,2024-06,5490482131.2561035,5490.4821312561035
2024-06-04 04:00:00+00:00,177.63999938964844,179.82000732421875,176.44000244140625,179.33999633789062,27198400,,,0,0.0,176.87991063124468,,0.00560726713319748,2024-06,4877760956.396484,4877.760956396484
2024-06-05 04:00:00+00:00,180.10000610351562,181.5,178.75,181.27999877929688,32116400,,,0,0.0,177.2989666453449,,0.010817455564965828,2024-06,5822060952.79541,5822.06095279541
2024-06-06 04:00:00+00:00,181.75,185.0,181.4900054931641,185.0,31371200,,,0,0.0,178.0323983934073,,0.020520748266509736,2024-06,5803672000.0,5803.672
2024-06-07 04:00:00+00:00,184.8999938964844,186.2899932861328,183.3600006103516,184.3000030517578,28021500,,,0,0.0,178.62931312277402,,-0.003783767287795614,2024-06,5164362535.514832,5164.3625355148315
2024-06-10 04:00:00+00:00,184.07000732421875,187.22999572753903,183.7899932861328,187.05999755859372,34494500,,,0,0.0,179.43223544999495,,0.014975553234585659,2024-06,6452541085.784911,6452.541085784911
2024-06-11 04:00:00+00:00,187.05999755859372,187.7700042724609,184.5399932861328,187.22999572753903,27265100,,,0,0.0,180.17487928595153,,0.0009087895389929823,2024-06,5104844556.510924,5104.844556510924
2024-06-12 04:00:00+00:00,188.0200042724609,188.3500061035156,185.42999267578125,186.88999938964844,33984200,,,0,0.0,180.81441453392267,,-0.0018159287809063063,2024-06,6351307117.25769,6351.30711725769
2024-06-13 04:00:00+00:00,186.08999633789065,187.6699981689453,182.6699981689453,183.8300018310547,39721500,,,0,0.0,181.10161332412574,,-0.016373254687715777,2024-06,7302003417.732239,7302.003417732239
2024-06-14 04:00:00+00:00,183.0800018310547,183.72000122070312,182.22999572753903,183.66000366210935,25456400,,,0,0.0,181.34526954679083,,-0.0009247574783879386,2024-06,4675322517.22412,4675.32251722412
2024-06-17 04:00:00+00:00,182.5200042724609,185.0,181.22000122070312,184.05999755859372,35601900,,,0,0.0,181.60381507172443,,0.002177904217078641,2024-06,6552885627.081298,6552.885627081298
2024-06-18 04:00:00+00:00,183.7400054931641,184.2899932861328,181.42999267578125,182.80999755859372,36659200,,,0,0.0,181.7186895942834,,-0.006791263808433312,2024-06,6701668262.499999,6701.668262499999
2024-06-20 04:00:00+00:00,182.91000366210935,186.50999450683597,182.72000122070312,186.1000061035156,44726800,,,0,0.0,182.13595783325792,69.25056870492224,0.017996874289478493,2024-06,8323657752.990722,8323.65775299072
2024-06-21 04:00:00+00:00,187.8000030517578,189.27999877929688,185.8600006103516,189.0800018310547,72931800,,,0,0.0,182.79729535685763,75.10818260784345,0.01601287280926522,2024-06,13789944877.542114,13789.944877542115
2024-06-24 04:00:00+00:00,189.3300018310547,191.0,185.3300018310547,185.57000732421875,50610400,,,0,0.0,183.06136316327297,60.49137340647066,-0.0185635417434159,2024-06,9391772298.68164,9391.77229868164
2024-06-25 04:00:00+00:00,186.80999755859372,188.83999633789065,185.4199981689453,186.33999633789065,45898500,,,0,0.0,183.373613941808,62.22796801545715,0.004149318226444931,2024-06,8552726321.914674,8552.726321914673
2024-06-26 04:00:00+00:00,186.9199981689453,194.8000030517578,186.25999450683597,193.6100006103516,65103900,,,0,0.0,184.34850791024073,73.89508625027639,0.03901472799901873,2024-06,12604766118.736269,12604.766118736268
2024-06-27 04:00:00+00:00,195.00999450683597,199.83999633789065,194.1999969482422,197.8500061035156,74397500,,,0,0.0,185.63436488102883,78.1366532335997,0.02189972356695158,2024-06,14719545829.086302,14719.545829086303
2024-06-28 04:00:00+00:00,197.72999572753903,198.8500061035156,192.5,193.25,76930200,185.60200042724608,,0,0.0,186.359663463788,65.6700512428054,-0.023249966952787804,2024-06,14866761150.0,14866.76115
2024-07-01 04:00:00+00:00,193.4900054931641,198.3000030517578,192.82000732421875,197.1999969482422,41192000,186.6400001525879,,0,0.0,187.39207617659315,70.08393412399272,0.02043982896891161,2024-07,8123062274.291992,8123.062274291992
2024-07-02 04:00:00+00:00,197.27999877929688,200.42999267578125,195.92999267578125,200.0,45600000,187.72300033569337,,0,0.0,188.5928308264414,72.75778114157234,0.014198798656638534,2024-07,9120000000.0,9120.0
2024-07-03 04:00:00+00:00,199.94000244140625,200.02999877929688,196.75999450683597,197.58999633789065,31597900,188.63550033569337,,0,0.0,189.4497037322937,67.19120225449672,-0.01205001831054675,2024-07,6243428945.285035,6243.428945285035
2024-07-05 04:00:00+00:00,198.6499938964844,200.5500030517578,198.1699981689453,200.0,39858900,189.5715003967285,,0,0.0,190.45449385302763,69.68866314638092,0.012196992290986808,2024-07,7971780000.0,7971.78
2024-07-08 04:00:00+00:00,200.0399932861328,201.1999969482422,197.9600067138672,199.2899932861328,34767300,190.28600006103517,,0,0.0,191.29596998951385,68.04529111008615,-0.0035500335693359197,2024-07,6928774983.576965,6928.7749835769655
2024-07-09 04:00:00+00:00,199.3999938964844,200.57000732421875,199.0500030517578,199.33999633789065,32700100,191.0379997253418,,0,0.0,192.06206773697832,68.10234054081695,0.00025090598345323123,2024-07,6518437814.248658,6518.4378142486585
2024-07-10 04:00:00+00:00,200.0,200.1100006103516,197.69000244140625,199.7899932861328,32883800,191.67449951171875,,0,0.0,192.79806064642162,68.64486935083065,0.002257434315787732,2024-07,6569854181.222534,6569.854181222534
2024-07-11 04:00:00+00:00,200.08999633789065,200.2700042724609,192.8600006103516,195.0500030517578,44565000,192.06549987792968,,0,0.0,193.01253135169173,57.54272275161557,-0.023724863074531144,2024-07,8692403386.001587,8692.403386001586
2024-07-12 04:00:00+00:00,194.8000030517578,196.47000122070312,193.8300018310547,194.4900054931641,30598500,192.44550018310548,,0,0.0,193.1532431746891,56.38251257512025,-0.0028710461411535215,2024-07,5951102433.0825815,5951.102433082581
2024-07-15 04:00:00+00:00,194.55999755859372,196.19000244140625,190.8300018310547,192.72000122070312,40683200,192.8900001525879,,0,0.0,193.11198203621424,52.76145140578124,-0.009100746683475047,2024-07,7840466353.662109,7840.466353662109
2024-07-16 04:00:00+00:00,195.58999633789065,196.6199951171875,192.2400054931641,193.0200042724609,33994700,193.35800018310547,,0,0.0,193.1032222491901,53.308798138747974,0.0015566783408962337,2024-07,6561657139.241027,6561.657139241027
2024-07-17 04:00:00+00:00,191.3500061035156,191.5800018310547,185.9900054931641,187.92999267578125,48076100,193.55149993896484,,0,0.0,192.61053371838926,43.994641267217254,-0.02637038381521717,2024-07,9034941120.880127,9034.941120880127
2024-07-18 04:00:00+00:00,189.58999633789065,189.67999267578125,181.4499969482422,183.75,51043600,193.59850006103517,,0,0.0,191.76667336425695,38.10641862014293,-0.022242286163404512,2024-07,9379261500.0,9379.2615
2024-07-19 04:00:00+00:00,181.13999938964844,184.92999267578125,180.11000061035156,183.1300048828125,43081800,193.45,,0,0.0,190.9441335088813,37.30880382824243,-0.0033741230867346816,2024-07,7889570244.360352,7889.570244360351
2024-07-22 04:00:00+00:00,185.0,185.05999755859372,182.47999572753903,182.5500030517578,39931900,193.12350006103514,,0,0.0,190.14469251296478,36.53830976378859,-0.003167158934036185,2024-07,7289568466.862488,7289.568466862488
2024-07-23 04:00:00+00:00,184.1000061035156,189.38999938964844,183.55999755859372,186.41000366210935,47537700,193.16549987792968,,0,0.0,189.78900786050235,44.72042119312993,0.021144894800451564,2024-07,8861502831.088255,8861.502831088255
2024-07-24 04:00:00+00:00,183.1999969482422,185.4499969482422,180.41000366210935,180.8300018310547,41532400,192.8900001525879,,0,0.0,188.93576919103114,37.24474600786752,-0.029934025650088403,2024-07,7510303968.048096,7510.303968048096
2024-07-25 04:00:00+00:00,182.91000366210935,183.8999938964844,176.8000030517578,179.85000610351562,44464200,192.2020004272461,,0,0.0,188.07045842079157,36.10327302223838,-0.005419431054668911,2024-07,7996886641.387939,7996.88664138794
2024-07-26 04:00:00+00:00,180.38999938964844,183.19000244140625,180.2400054931641,182.5,29506000,191.43450012207032,,0,0.0,187.53993857119238,41.33876167018259,0.014734466536293178,2024-07,5384845000.0,5384.845
2024-07-29 04:00:00+00:00,183.83999633789065,184.75,182.3800048828125,183.1999969482422,33270100,190.93199996948243,,0,0.0,187.12661079757805,42.67492394462489,0.003835599716395466,2024-07,6095082218.467712,6095.082218467713
2024-07-30 04:00:00+00:00,184.72000122070312,185.8600006103516,179.3800048828125,181.7100067138672,39508600,190.15750045776366,,0,0.0,186.61074374198654,40.557299379486224,-0.008133134602594794,2024-07,7179107971.255493,7179.107971255493
2024-07-31 04:00:00+00:00,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753903,41667300,189.50650024414062,,0,0.0,186.64591059775344,50.006603468105254,0.029002194810164417,2024-07,7790951575.978087,7790.951575978087
2024-08-01 04:00:00+00:00,189.2899932861328,190.6000061035156,181.8699951171875,184.07000732421875,70435600,188.83050079345702,,0,0.0,186.40058647646444,45.68776066451067,-0.015563100170141286,2024-08,12965081407.885742,12965.081407885742
2024-08-02 04:00:00+00:00,166.75,168.77000427246094,160.5500030517578,167.89999389648438,141448400,187.22550048828126,,0,0.0,184.6386252783711,30.12064593634483,-0.0878470841762542,2024-08,23749185496.66748,23749.18549666748
2024-08-05 04:00:00+00:00,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,83149400,185.31200103759767,,0,0.0,182.38923280161777,26.053122032826778,-0.04097671157906757,2024-08,13388716743.252563,13388.716743252564
2024-08-06 04:00:00+00:00,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,59950800,183.44150085449218,,0,0.0,180.4407337420143,27.448667479359813,0.005651399696776416,2024-08,9707832604.907227,9707.832604907226
2024-08-07 04:00:00+00:00,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,48408200,181.5905014038086,,0,0.0,178.75780712586635,28.784743867818435,0.0051874985158653075,2024-08,7879402920.822144,7879.402920822144
2024-08-08 04:00:00+00:00,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,44616200,180.12800140380858,,0,0.0,177.5237305473798,33.53912307852113,0.018615215947435537,2024-08,7397366096.157837,7397.366096157837
2024-08-09 04:00:00+00:00,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,36401000,178.7505012512207,,0,0.0,176.515756442049,35.28954239494688,0.00687575011257735,2024-08,6076783028.869629,6076.783028869629
2024-08-12 04:00:00+00:00,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,30072800,177.45450134277343,184.7320004272461,-1,-1.0,175.5904465953546,35.16704745635961,-0.000838620987187122,2024-08,5016143131.774902,5016.143131774902
2024-08-13 04:00:00+00:00,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,39237900,176.31500091552735,184.60780029296876,-1,0.0,175.07992746508643,40.606586946663484,0.020563504874259175,2024-08,6679467549.357605,6679.467549357605
2024-08-14 04:00:00+00:00,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,28843800,175.42350158691406,184.44300048828126,-1,0.0,174.60564924017493,40.46801401536338,-0.0007636117446156998,2024-08,4906330556.048584,4906.330556048584
2024-08-15 04:00:00+00:00,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,51698500,175.1155014038086,184.40800048828126,-1,0.0,174.8898727732907,50.87137706370216,0.04403286281963403,2024-08,9181136425.674438,9181.136425674438
2024-08-16 04:00:00+00:00,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,31489200,174.81200103759767,184.3236004638672,-1,0.0,175.09655132427196,50.20283319217911,-0.002984395462729106,2024-08,5575477675.12207,5575.477675122071
2024-08-19 04:00:00+00:00,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,31129800,174.59550094604492,184.18800048828126,-1,0.0,175.39402274297967,51.69900567700765,0.006551472258579993,2024-08,5547952994.000244,5547.952994000244
2024-08-20 04:00:00+00:00,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,26255200,174.21900100708007,184.07960052490233,-1,0.0,175.72602104201138,52.572142302005766,0.003703308593809629,2024-08,4696530304.199219,4696.530304199218
2024-08-21 04:00:00+00:00,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,35599100,174.18300094604493,183.9406005859375,-1,0.0,176.14354290566283,54.23258708993934,0.006876093995775934,2024-08,6411753922.727966,6411.753922727967
2024-08-22 04:00:00+00:00,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,32047500,173.99700088500975,183.71860076904298,-1,0.0,176.1422535701533,48.33570220629781,-0.022097583221652117,2024-08,5644526331.481934,5644.526331481934
2024-08-23 04:00:00+00:00,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,29150100,173.7240005493164,183.52160064697264,-1,0.0,176.2277525907228,49.682853180947525,0.005166572293719973,2024-08,5160733508.2901,5160.7335082901
2024-08-26 04:00:00+00:00,176.6999969482422,177.47000122070312,174.3000030517578,175.5,22366200,173.3390007019043,183.35500061035157,-1,0.0,176.15844282017778,47.42894184800119,-0.00869856159361615,2024-08,3925268100.0,3925.2681
2024-08-27 04:00:00+00:00,174.14999389648438,174.88999938964844,172.25,173.1199951171875,29842000,172.9095001220703,183.14420043945313,-1,0.0,175.86906684846443,44.09924170706119,-0.013561281383547064,2024-08,5166246894.287109,5166.246894287109
2024-08-28 04:00:00+00:00,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,29045000,172.10050048828126,182.8790005493164,-1,0.0,175.3862988678257,41.072300065073655,-0.013401063602498708,2024-08,4960886088.638306,4960.886088638305
2024-08-29 04:00:00+00:00,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,26407800,171.50299987792968,182.66520050048828,-1,0.0,175.07522232014588,43.45062001226656,0.007728290643119529,2024-08,4545310407.055664,4545.310407055664
2024-08-30 04:00:00+00:00,172.77999877929688,178.89999389648438,172.60000610351562,178.5,43429400,172.03300018310546,182.51320037841796,-1,0.0,175.40139162298914,53.26807340128904,0.037067191865004956,2024-08,7752147900.0,7752.1479
2024-09-03 04:00:00+00:00,177.5500030517578,178.25999450683594,175.25999450683594,176.25,37817500,172.79449996948242,182.25660034179688,-1,0.0,175.48221146841874,49.9730888345965,-0.012605042016806678,2024-09,6665334375.0,6665.334375
2024-09-04 04:00:00+00:00,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,30309200,173.3645004272461,182.0118002319336,-1,0.0,175.27723912200312,45.99662441706086,-0.016567365497562103,2024-09,5253493691.497803,5253.4936914978025
2024-09-05 04:00:00+00:00,175.0,179.8800048828125,175.0,177.88999938964844,40170500,174.12050018310546,181.84280029296875,-1,0.0,175.52607343320744,52.37050079753846,0.026308183871355473,2024-09,7145930220.481873,7145.930220481872
2024-09-06 04:00:00+00:00,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,41466500,174.4,181.3984002685547,-1,0.0,175.13216161953514,44.33735044432005,-0.03653943460735232,2024-09,7106943409.690857,7106.943409690857
2024-09-09 04:00:00+00:00,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,29037400,174.8229995727539,180.94940002441408,-1,0.0,175.15766945543507,49.485275995677384,0.023396899008788496,2024-09,5093159782.769775,5093.159782769775
2024-09-10 04:00:00+00:00,177.49000549316406,180.5,176.7899932861328,179.5500030517578,36233800,175.46049957275392,180.6754000854492,-1,0.0,175.57598694079914,54.20558922575758,0.023660258265018275,2024-09,6505778900.576782,6505.778900576782
2024-09-11 04:00:00+00:00,180.10000610351562,184.9900054931641,175.72999572753906,184.5200042724609,42564700,176.175,180.4218002319336,-1,0.0,176.42779811524312,59.13096470907475,0.027680318219044597,2024-09,7854038625.856017,7854.0386258560175
2024-09-12 04:00:00+00:00,184.8000030517578,187.41000366210935,183.5399932861328,187.0,33622500,177.0199996948242,180.1618002319336,-1,0.0,177.43467448521994,61.36401244445507,0.013440254011034769,2024-09,6287407500.0,6287.4075
2024-09-13 04:00:00+00:00,187.0,188.5,185.91000366210935,186.4900054931641,26495400,177.4650001525879,179.93980041503906,-1,0.0,178.29708696216701,60.630355580702236,-0.0027272433520636463,2024-09,4941127291.54358,4941.12729154358
2024-09-16 04:00:00+00:00,185.2899932861328,185.80999755859372,183.3600006103516,184.88999938964844,26065500,177.85650024414062,179.63760040283202,-1,0.0,178.92498338383191,58.276324394130526,-0.00857958097692424,2024-09,4819250279.090881,4819.250279090881
2024-09-17 04:00:00+00:00,186.8500061035156,189.4499969482422,186.13999938964844,186.8800048828125,26091700,178.28950042724608,179.38940063476562,-1,0.0,179.68260447897293,60.33887424180239,0.010763186217390919,2024-09,4876017023.400879,4876.017023400879
2024-09-18 04:00:00+00:00,186.4499969482422,188.8000030517578,185.05999755859372,186.42999267578125,34448100,178.66699981689453,179.13120056152343,-1,0.0,180.32521287866896,59.62111843509716,-0.0024080275860086653,2024-09,6422159030.69458,6422.15903069458
2024-09-19 04:00:00+00:00,190.0399932861328,190.9900054931641,188.47000122070312,189.8699951171875,39543200,179.15499954223634,178.93280059814452,1,2.0,181.23423975852788,63.22258850622797,0.01845197970580159,2024-09,7508067190.917969,7508.067190917969
2024-09-20 04:00:00+00:00,190.22999572753903,191.83999633789065,187.41000366210935,191.6000061035156,100378600,179.9284996032715,178.86380065917967,1,0.0,182.22145560090766,64.91729089161768,0.009111555436973173,2024-09,19232540372.66235,19232.540372662348
2024-09-23 04:00:00+00:00,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100,180.77050018310547,178.85160064697266,1,0.0,183.33179362775573,67.0708799865512,0.011899784481557374,2024-09,7172222408.630371,7172.222408630371
2024-09-24 04:00:00+00:00,194.2700042724609,195.3699951171875,190.1300048828125,193.9600067138672,43478900,181.69350051879883,178.87640075683595,1,0.0,184.3440043978616,67.14708676515833,0.0004126358007008335,2024-09,8433167735.91156,8433.16773591156
2024-09-25 04:00:00+00:00,193.75,193.9499969482422,192.16000366210935,192.52999877929688,26391100,182.66400070190429,178.86660064697264,1,0.0,185.12362291037923,64.28333681779861,-0.007372694808574054,2024-09,5081078450.784302,5081.078450784302
2024-09-26 04:00:00+00:00,194.30999755859372,194.52999877929688,189.5399932861328,191.16000366210935,36334900,183.68200073242187,178.9312008666992,1,0.0,185.6985163153059,61.573954925568195,-0.007115748848874226,2024-09,6945779617.062377,6945.779617062377
2024-09-27 04:00:00+00:00,190.67999267578125,190.8999938964844,187.33999633789065,187.97000122070312,36002300,184.47450103759766,179.01560089111328,1,0.0,185.91484821105803,55.688328731691094,-0.016687603998192024,2024-09,6767352374.94812,6767.35237494812
2024-09-30 04:00:00+00:00,187.13999938964844,188.4900054931641,184.6499938964844,186.3300018310547,41583900,184.8660011291504,179.07960083007814,1,0.0,185.9543866510577,52.88934013311775,-0.008724793206352333,2024-09,7748328163.142395,7748.328163142395
2024-10-01 04:00:00+00:00,184.8999938964844,186.19000244140625,183.4499969482422,185.1300048828125,36044900,185.31000137329102,179.13120086669923,1,0.0,185.87587410170102,50.87442125768706,-0.006440170323887107,2024-10,6672992513.000488,6672.9925130004885
2024-10-02 04:00:00+00:00,184.44000244140625,186.6000061035156,184.0399932861328,184.75999450683597,23704100,185.8815010070801,179.09820068359375,1,0.0,185.769599854571,50.23887413116328,-0.0019986515757440815,2024-10,4379569385.789491,4379.56938578949
2024-10-03 04:00:00+00:00,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300,186.08500137329102,179.12080078125,1,0.0,185.40678146021827,45.59682435597245,-0.015154729791167942,2024-10,5495974630.787659,5495.9746307876585
